id;codigo Otto;nivel Otto;nome da bacia hidrografica;nome do curso principal;principais afluentes;sub-bacias hidrograficas;suprabacia(s);ordem de Horton-Strahler;ordem de Gravelius;area total;area territorial;comprimento curso principal;numero de cursos d'agua;soma dos comprimentos do cursos d'agua;comprimento medio dos cursos d'agua;densidade hidrografica;densidade de drenagem;coeficiente de manutencao;distancia da foz ao oceano;distancia da nascente ao oceano;classe de tamanho da bacia;populacao em 2010;numero de municipios;disponibilidade hidrica;populacao_c;demanda total;demanda humana urbana;demanda humana rural;demanda da industria de transformacao;demanda da mineracao;demanda das termoeletricas;demanda animal;demanda da irrigacao
102;6454;4;Bacia Uraria-Canuma;Parana Uraria e Rio Canuma;Rio Abacaxis, Rio Acari, Rio Maues-Acu, Rio Mamuru;Bacia do Rio Mamuru, Bacia do Rio Maues-Acu, Bacia do Rio Acari (AM), Bacia do Rio Abacaxis;Bacia do Rio Amazonas;8;2;133578,6263;133578,626;1364,232086;11798;35070,3803;2,972569952;0,088322513;0,262544849;3808,873047;963,0218974;2327,253983;Media;206193;15;467,454;206193;0,801142;0,439064;0,1616;0,00299598;0,000267089;0;0,16751;0,0297057
103;6596;4;Bacia do Rio Araraquara;Rio Araraquara;Nome nao identificado;Nome nao identificado;Nome nao identificado;3;1;444,7910855;444,445;69,78050575;6;68,90301096;11,48383516;0,013489479;0,154910953;6455,321462;0;69,78050575;Pequena;186;1;0,45;186;0,000371833;0;0,000296764;0;0;0;0;0,000075019
104;6684;4;Bacia Pindaiba-Corrente;Rio Pindaiba e Rio Corrente;Corrego Campeira, Corrego Grande, Ribeirao Zacarias, Rio Pindaiba;Bacia do Ribeirao Zacarias, Bacia do Corrego Grande, Bacia do Rio Pindaiba, Bacia do Corrego Campeira;Bacia Tocantins-Araguaia e Bacia do Rio das Mortes;6;3;10074,41831;10074,418;272,1197953;160;917,4975852;5,734359907;0,01588181;0,091072016;10980,32133;2126,976395;2399,09619;Media;3189;4;22,758;3189;0,996157;0;0,00601494;0;0,000029955;0;0,371628;0,618484
105;6482;4;Bacia do Rio Jauaperi;Rio Jauaperi;Igarape do Jaburu, Rio Branquinho, Rio Alalau, Rio Macucuau;Bacia do Rio Branquinho, Bacia do Igarape do Jaburu, Bacia do Rio Alalau, Bacia do Rio Macucuau;Bacia do Rio Amazonas e Bacia do Rio Negro;7;3;38654,24963;38654,25;649,0550377;2790;9545,205924;3,421220761;0,072178351;0,246938073;4049,598294;1743,59155;2392,646588;Media;19303;8;43,463;19303;0,226741;0,0477448;0,0241155;0,0293918;0,041033;0;0,0799593;0,00449654
106;6656;4;Bacia do Rio Itacaiunas;Rio Itacaiunas;Rio Sororo, Rio Vermelho, Rio Catete, Rio Paraupebas;Bacia do Rio Vermelho (PA), Bacia do Rio Catete, Bacia do Rio Paraupebas, Bacia do Rio Sororo;Bacia Tocantins-Araguaia;7;2;41317,89065;41317,891;532,7328546;2663;8944,860417;3,358941201;0,064451499;0,216488796;4619,17668;630,2082466;1162,941101;Media;387822;18;53,881;387822;12,3103;1,40789;0,139472;0,12264;8,32381;0,202222;2,03194;0,0822901
107;6562;4;Bacia do Rio Arapixi;Rio Arapixi;Nome nao identificado;Nome nao identificado;Nome nao identificado;2;2;133,440723;133,441;17,61430282;;;;;;;1,496824502;19,11112732;Pequena;714;1;0,799;714;0,000133374;0;0,000133369;0;0;0;0;0
108;6824;4;Bacia do Rio Quarai;Rio Quarai;Rio Sarandi, Arroio Garupa;Bacia do Rio Sarandi, Bacia do Arroio Garupa;Bacia do Rio da Prata e Bacia do Rio Uruguai;5;3;14628,46889;6652,998;364,7424141;169;1385,686763;8,199329957;0,011552815;0,094725345;10556,83671;791,198127;1155,940541;Media;25822;5;508;25822;14,934;0,0781263;0,0101009;0,000257213;0,000191631;0;0,367339;14,478
109;6898;4;Bacia do Corixo Grande;Corixo Grande;Rio Santa Rita e Rio Las Petas;Bacia Las Petas-Santa Rita;Bacia do Rio da Prata;6;2;56021,48864;12461,89;409,4430561;126;1718,162396;13,63620949;0,002249137;0,030669703;32605,46778;3062,025766;3471,468822;Media;3660;5;75,38;3660;0,426634;0,00164262;0,00779835;0,0000421;0;0;0,411463;0,00568824
110;6484;4;Bacia do Rio Branco;Rio Branco;Rio Tacutu, Rio Catrimani, Rio Anaua, Rio Mucajai;Bacia do Rio Mucajai, Bacia do Rio Catrimani, Bacia do Rio Anaua, Bacia do Rio Tacutu;Bacia do Rio Amazonas e Bacia do Rio Negro;8;3;193085,3337;178982,243;1341,987376;7424;29928,86967;4,031367143;0,038449321;0,15500333;6451,474307;1815,119524;3157,106901;Media;395641;16;521,429;395641;5,78857;1,54097;0,142666;0,033754;0,00127828;0;0,436516;3,63339
111;6686;4;Bacia do Ribeirao Areoes;Ribeirao Areoes;Ribeirao Jatoba, Ribeirao Cachoeira, Ribeirao Jau, Ribeirao Sao Rafael;Bacia do Ribeirao Cachoeira, Bacia do Ribeirao Sao Rafael, Bacia do Ribeirao Jau, Bacia do Ribeirao Jatoba;Bacia Tocantins-Araguaia e Bacia do Rio das Mortes;6;3;3584,418954;3584,419;203,162943;162;594,5988452;3,670363242;0,04519561;0,165884305;6028,297872;2208,118338;2411,281281;Pequena;22686;4;8,068;22686;0,29949;0,0735325;0,00323218;0,00868572;0,00015606;0;0,128455;0,0854285
113;6448;4;Bacia do Rio do Sangue;Rio do Sangue;Rio Membeca, Rio Treze de Maio, Rio Cravari;Bacia do Rio Cravari, Bacia do Rio Treze de Maio, Bacia do Rio Membeca;Bacia do Rio Amazonas e Bacia do Rio Tapajos;6;3;28863,89782;28863,898;576,1271763;546;2851,358644;5,222268579;0,018916364;0,098786334;10122,8577;2028,685793;2604,812969;Media;43184;8;336,382;43184;1,46166;0,193848;0,0117059;0,144873;0,00031582;0;0,392586;0,718332
114;6412;4;Bacia do Rio Maraca-Pucu;Rio Maraca-Pucu;Igarape do Pedreiro, Rio Preto, Rio Matapi, Rio Vila Nova ou Anauerapucu;Bacia do Rio Matapi, Bacia do Rio Preto (AP), Bacia do Rio Vila Nova ou Anauerapucu, Bacia do Igarape do Pedreiro;Bacia do Rio Amazonas;6;2;13500,31509;13500,315;300,2023287;666;2632,342501;3,952466217;0,049332182;0,194983782;5128,631661;127,4590566;427,6613853;Media;293450;7;58,378;293450;2,40246;2,12771;0,0236692;0,0190271;0,00606592;0;0,0330899;0,192894
115;6694;4;Bacia do Rio Crixas-Acu;Rio Crixas-Acu;Rio Pintado, Rio Crixas-Mirim, Rio dos Bois, Rio Gregorio;Bacia do Rio Crixas-Mirim, Bacia do Rio dos Bois 1, Bacia do Rio Gregorio (GO), Bacia do Rio Pintado;Bacia Tocantins-Araguaia;7;2;23263,34764;23263,348;485,4674517;785;4190,628957;5,338380837;0,033744069;0,18013869;5551,278311;1926,190345;2411,657797;Media;76158;23;24,986;76158;2,64208;0,0990841;0,0214387;0,0030766;0,246023;0;1,28;0,992457
116;6626;4;Bacia do Rio Camaoi;Rio Camaoi;Rio Cauaxi, Rio Jacamim, Rio Anaja, Rio agua Boa;Bacia do Rio Anaja, Bacia do Rio agua Boa, Bacia do Rio Cauaxi, Bacia do Rio Jacamim;Bacia Tocantins-Araguaia e Bacia Capim-Ararandeua;4;3;2233,3062;2233,306;91,69741272;40;253,3282777;6,333206942;0,017910665;0,11343195;8815,858305;577,5589632;669,2563759;Pequena;163;2;12,346;163;0,0835266;0;0,00310904;0;0,0574414;0;0,0225472;0,000429069
117;6382;4;Bacia do Rio Amapari;Rio Amapari;Rio Cupixi, Rio Tucunapi, Rio Riozinho;Bacia do Rio Tucunapi, Bacia do Rio Riozinho (AP), Bacia do Rio Cupixi;Bacia do Rio Araguari;6;2;14968,35151;14968,352;382,0401686;718;2789,908937;3,885667043;0,047967874;0,186387187;5365,175655;287,2942653;669,3344338;Media;17304;6;82,541;17304;0,215464;0,0437648;0,0139307;0,000269161;0,152633;0;0,0047164;0,00014998
118;6752;4;Bacia do Rio Acarau;Rio Acarau;Rio Jatoba, Rio dos Macacos, Rio Groairas, Rio Jaibaras;Bacia do Rio dos Macacos, Bacia do Rio Jatoba, Bacia do Rio Jaibaras, Bacia do Rio Groairas;Nome nao identificado;6;1;14385,5443;14384,571;357,3691778;822;3117,489173;3,792565904;0,057140695;0,216709852;4614,464878;0;357,3691778;Media;630380;37;5,198;630380;3,82753;0,818881;0,192122;0,326928;0,0056891;0;0,250257;2,23365
119;6748;4;Bacia do Rio das Balsas;Rio das Balsas;Rio Cachoeira e Ribeirao Macapa, Rio Balsinhas, Rio Santo Antonio, Rio Neves;Bacia do Rio Santo Antonio (MA), Bacia do Rio Neves, Bacia do Rio Balsinhas, Bacia Cachoeira-Macapa;Bacia do Rio Parnaiba;6;2;25607,22396;25607,224;632,0808132;1123;4161,128229;3,705367969;0,043854812;0,162498217;6153,913687;886,5745283;1518,655341;Media;145239;17;88,203;145239;2,17915;0,342428;0,0341286;0,373198;0,000323451;0;0,192906;1,23616
120;6718;4;Bacia do Rio Turiacu;Rio Turiacu;Rio Parana, Igarape do Rola, Rio Caxias, Rio das Almas;Bacia do Igarape do Rola, Bacia do Rio Caxias, Bacia do Rio das Almas, Bacia do Rio Parana;Nome nao identificado;6;1;14020,6485;14020,648;504,2846996;222;1269,41192;5,71807171;0,01583379;0,090538745;11044,99515;0;504,2846996;Media;174117;19;10,907;174117;0,729277;0,279734;0,134607;0,000611515;0;0;0,201586;0,112739
121;6612;4;Bacia do Furo da Laura;Furo da Laura;Nome nao identificado;Nome nao identificado;Bacia Tocantins-Araguaia;4;2;475,046562;295,716;53,1412881;9;44,68999082;4,965554536;0,018945511;0,094074969;10629,82008;17,35774859;70,49903669;Pequena;42111;3;2,494;42111;0,0762802;0,0556701;0,0123232;0,00605009;0,000411536;0;0,00182534;0
122;6826;4;Bacia Ibicui-Santa Maria;Rio Ibicui e Rio Santa Maria;Rio Toropi, Rio Jaguari, Rio Ibirapuita, Ibicui da Armada;Bacia do Ibicui da Armada, Bacia do Rio Ibirapuita, Bacia do Rio Jaguari, Bacia do Rio Toropi;Bacia do Rio da Prata e Bacia do Rio Uruguai;7;3;47161,68392;47154,8;654,1229367;1347;7156,647743;5,313027277;0,028561321;0,151747078;6589,91271;917,2618772;1571,384814;Media;406911;34;57,802;406911;78,6103;0,955308;0,106903;0,0763176;0,00186114;0;2,33446;75,1354
